age,sex,profession,income
30.0,male,worker,high
38.0,male,worker,low
35.0,male,unemployed,low
41.0,male,worker,low
41.0,male,unemployed,low
29.0,male,worker,low
29.0,male,unemployed,low
29.0,male,worker,low
42.0,male,worker,low
,,worker,low
39.0,male,worker,low
37.0,male,unemployed,low
40.0,male,worker,low
35.0,male,worker,low
38.0,male,worker,low
32.0,male,worker,low
35.0,male,worker,low
37.0,male,unemployed,low
26.0,male,worker,low
28.0,male,worker,low
36.0,male,unemployed,low
38.0,male,unemployed,low
32.0,male,unemployed,low
31.0,male,worker,low
38.0,male,unemployed,low
39.0,male,worker,low
,,worker,low
32.0,male,worker,low
,,worker,low
33.0,male,worker,low
35.0,male,worker,low
32.0,male,worker,low
31.0,male,worker,low
38.0,male,unemployed,low
30.0,male,worker,high
32.0,male,worker,low
37.0,male,worker,low
36.0,male,worker,low
,,worker,low
34.0,male,worker,low
31.0,male,worker,low
27.0,male,unemployed,low
34.0,male,worker,low
38.0,male,worker,low
30.0,male,worker,high
40.0,male,worker,low
37.0,male,worker,low
37.0,male,unemployed,low
36.0,male,worker,low
,,worker,low
35.0,male,worker,low
25.0,male,worker,low
39.0,male,unemployed,low
43.0,male,unemployed,low
43.0,male,unemployed,low
37.0,male,worker,low
40.0,male,unemployed,low
41.0,male,unemployed,low
33.0,male,unemployed,low
35.0,male,worker,low
32.0,male,worker,low
29.0,male,unemployed,low
37.0,male,worker,low
29.0,male,worker,low
41.0,male,unemployed,low
46.0,male,worker,low
35.0,male,worker,low
41.0,male,unemployed,low
30.0,male,worker,high
35.0,male,unemployed,low
,,unemployed,low
34.0,male,worker,low
36.0,male,worker,low
29.0,male,unemployed,low
34.0,male,unemployed,low
48.0,male,worker,low
36.0,male,worker,low
36.0,male,unemployed,low
36.0,male,worker,low
35.0,male,unemployed,low
40.0,male,unemployed,low
39.0,male,unemployed,low
37.0,male,worker,low
36.0,male,worker,low
38.0,male,worker,low
40.0,male,unemployed,low
34.0,male,unemployed,low
31.0,male,worker,low
36.0,male,unemployed,low
27.0,male,unemployed,low
32.0,male,unemployed,low
39.0,male,unemployed,low
33.0,male,unemployed,low
33.0,male,worker,low
25.0,male,unemployed,low
41.0,male,worker,low
31.0,male,unemployed,low
31.0,male,worker,low
36.0,male,worker,low
36.0,male,worker,low
34.0,male,worker,low
42.0,male,worker,low
36.0,male,worker,low
31.0,male,worker,low
39.0,male,worker,low
28.0,male,unemployed,low
38.0,male,worker,low
39.0,male,worker,low
33.0,male,worker,low
23.0,male,unemployed,low
42.0,male,worker,low
30.0,male,worker,high
27.0,male,worker,low
36.0,male,worker,low
,,worker,low
29.0,male,worker,low
37.0,male,unemployed,low
34.0,male,unemployed,low
40.0,male,worker,low
33.0,male,worker,low
36.0,male,unemployed,low
44.0,male,unemployed,low
38.0,male,unemployed,low
43.0,male,worker,low
38.0,male,worker,low
35.0,male,unemployed,low
36.0,male,unemployed,low
40.0,male,worker,low
35.0,male,worker,low
34.0,male,unemployed,low
35.0,male,worker,low
31.0,male,unemployed,low
35.0,male,worker,low
40.0,male,unemployed,low
37.0,male,unemployed,low
43.0,male,worker,low
41.0,male,worker,low
34.0,male,worker,low
35.0,male,worker,low
38.0,male,unemployed,low
22.0,male,worker,low
33.0,male,worker,low
31.0,male,unemployed,low
36.0,male,worker,low
34.0,male,worker,low
38.0,male,worker,low
33.0,male,worker,low
36.0,male,worker,low
39.0,male,unemployed,low
41.0,male,worker,low
31.0,male,worker,low
28.0,male,unemployed,low
32.0,male,worker,low
40.0,male,worker,low
40.0,male,worker,low
41.0,male,worker,low
32.0,male,worker,low
,,unemployed,low
38.0,male,unemployed,low
34.0,male,unemployed,low
,,worker,low
33.0,male,unemployed,low
38.0,male,worker,low
33.0,male,worker,low
,,unemployed,low
25.0,male,worker,low
31.0,male,unemployed,low
30.0,male,worker,high
34.0,male,worker,low
47.0,male,unemployed,low
52.0,male,unemployed,low
35.0,male,worker,low
,,worker,low
37.0,male,unemployed,low
31.0,male,worker,low
37.0,male,unemployed,low
35.0,male,worker,low
35.0,male,worker,low
24.0,male,worker,low
25.0,male,worker,low
34.0,male,worker,low
25.0,male,unemployed,low
35.0,male,worker,low
33.0,male,worker,low
45.0,male,worker,low
39.0,male,unemployed,low
,,worker,low
38.0,male,unemployed,low
37.0,male,worker,low
31.0,male,worker,low
37.0,male,worker,low
44.0,male,worker,low
39.0,male,unemployed,low
36.0,male,unemployed,low
34.0,male,worker,low
39.0,male,unemployed,low
36.0,male,worker,low
38.0,male,worker,low
40.0,male,worker,low
39.0,male,worker,low
36.0,male,worker,low
30.0,male,worker,high
38.0,male,worker,low
27.0,male,worker,low
,,worker,low
35.0,male,unemployed,low
35.0,male,worker,low
31.0,male,worker,low
41.0,male,worker,low
36.0,male,worker,low
29.0,male,worker,low
36.0,male,worker,low
34.0,male,unemployed,low
35.0,male,worker,low
33.0,male,worker,low
33.0,male,unemployed,low
41.0,male,unemployed,low
38.0,male,unemployed,low
41.0,male,unemployed,low
37.0,male,worker,low
30.0,male,worker,high
45.0,male,unemployed,low
32.0,male,unemployed,low
41.0,male,worker,low
,,worker,low
35.0,male,worker,low
38.0,male,worker,low
37.0,male,worker,low
40.0,male,unemployed,low
39.0,male,worker,low
38.0,male,worker,low
33.0,male,worker,low
37.0,male,unemployed,low
43.0,male,worker,low
47.0,male,unemployed,low
31.0,male,unemployed,low
32.0,male,worker,low
27.0,male,worker,low
30.0,male,worker,high
41.0,male,worker,low
42.0,male,unemployed,low
38.0,male,unemployed,low
31.0,male,worker,low
34.0,male,worker,low
33.0,male,unemployed,low
45.0,male,worker,low
35.0,male,unemployed,low
32.0,male,worker,low
31.0,male,unemployed,low
26.0,male,unemployed,low
30.0,male,worker,high
38.0,male,unemployed,low
30.0,male,unemployed,high
33.0,male,worker,low
33.0,male,worker,low
29.0,male,unemployed,low
36.0,male,unemployed,low
41.0,male,worker,low
42.0,male,unemployed,low
35.0,male,worker,low
36.0,male,unemployed,low
37.0,male,worker,low
,,worker,low
32.0,male,worker,low
39.0,male,unemployed,low
36.0,male,worker,low
33.0,male,unemployed,low
27.0,male,worker,low
34.0,male,worker,low
33.0,male,worker,low
37.0,male,worker,low
40.0,male,worker,low
,,worker,low
37.0,male,worker,low
33.0,male,worker,low
36.0,male,worker,low
41.0,male,worker,low
33.0,male,worker,low
36.0,male,unemployed,low
36.0,male,worker,low
,,unemployed,low
34.0,male,unemployed,low
30.0,male,worker,high
40.0,male,worker,low
33.0,male,worker,low
38.0,male,worker,low
42.0,male,unemployed,low
30.0,male,unemployed,high
31.0,male,worker,low
32.0,male,unemployed,low
43.0,male,worker,low
40.0,male,worker,low
28.0,male,unemployed,low
36.0,male,unemployed,low
33.0,male,worker,low
33.0,male,worker,low
38.0,male,worker,low
33.0,male,worker,low
32.0,male,worker,low
39.0,male,worker,low
36.0,male,worker,low
43.0,male,unemployed,low
41.0,male,worker,low
37.0,male,worker,low
41.0,male,worker,low
38.0,male,worker,low
43.0,male,unemployed,low
34.0,male,unemployed,low
39.0,male,unemployed,low
,,unemployed,low
37.0,male,worker,low
36.0,male,worker,low
32.0,male,unemployed,low
40.0,male,worker,low
40.0,male,unemployed,low
42.0,male,worker,low
31.0,male,worker,low
48.0,male,worker,low
34.0,male,worker,low
38.0,male,unemployed,low
37.0,male,unemployed,low
33.0,male,worker,low
28.0,male,worker,low
43.0,male,worker,low
,,worker,low
30.0,male,worker,high
38.0,male,unemployed,low
30.0,male,worker,high
42.0,male,worker,low
39.0,male,worker,low
,,worker,low
36.0,male,worker,low
34.0,male,unemployed,low
37.0,male,worker,low
33.0,male,unemployed,low
33.0,male,unemployed,low
34.0,male,unemployed,low
45.0,male,worker,low
32.0,male,worker,low
34.0,male,worker,low
29.0,male,worker,low
40.0,male,unemployed,low
,,worker,low
34.0,male,worker,low
38.0,male,worker,low
40.0,male,worker,low
39.0,male,worker,low
33.0,male,unemployed,low
39.0,male,worker,low
35.0,male,worker,low
32.0,male,worker,low
29.0,male,worker,low
37.0,male,worker,low
38.0,male,unemployed,low
39.0,male,unemployed,low
35.0,male,worker,low
39.0,male,worker,low
41.0,male,unemployed,low
34.0,male,unemployed,low
32.0,male,unemployed,low
40.0,male,worker,low
31.0,male,unemployed,low
44.0,male,worker,low
39.0,male,worker,low
34.0,male,worker,low
30.0,male,worker,high
21.0,male,unemployed,low
49.0,male,unemployed,low
32.0,male,worker,low
35.0,male,worker,low
28.0,male,worker,low
42.0,male,unemployed,low
40.0,male,worker,low
31.0,male,unemployed,low
32.0,male,unemployed,low
31.0,male,worker,low
34.0,male,worker,low
31.0,male,worker,low
,,worker,low
29.0,male,unemployed,low
43.0,male,worker,low
31.0,male,worker,low
,,worker,low
38.0,male,worker,low
36.0,male,unemployed,low
42.0,male,worker,low
31.0,male,worker,low
44.0,male,worker,low
41.0,male,worker,low
38.0,male,worker,low
33.0,male,unemployed,low
27.0,male,worker,low
32.0,male,unemployed,low
40.0,male,unemployed,low
39.0,male,unemployed,low
34.0,male,unemployed,low
32.0,male,worker,low
25.0,male,worker,low
42.0,male,unemployed,low
29.0,male,unemployed,low
30.0,male,worker,high
37.0,male,worker,low
35.0,male,worker,low
37.0,male,worker,low
41.0,male,unemployed,low
37.0,male,worker,low
44.0,male,unemployed,low
38.0,male,worker,low
37.0,male,unemployed,low
38.0,male,worker,low
32.0,male,worker,low
43.0,male,unemployed,low
34.0,male,unemployed,low
36.0,male,unemployed,low
29.0,male,worker,low
40.0,male,worker,low
31.0,male,worker,low
38.0,male,worker,low
31.0,male,unemployed,low
36.0,male,unemployed,low
43.0,male,worker,low
29.0,male,worker,low
28.0,male,unemployed,low
38.0,male,worker,low
35.0,male,unemployed,low
34.0,male,worker,low
43.0,male,worker,low
33.0,male,worker,low
33.0,male,worker,low
29.0,male,worker,low
28.0,male,unemployed,low
31.0,male,worker,low
39.0,male,unemployed,low
36.0,male,worker,low
38.0,male,worker,low
34.0,male,unemployed,low
39.0,male,worker,low
36.0,male,worker,low
38.0,male,worker,low
32.0,male,unemployed,low
29.0,male,worker,low
34.0,male,worker,low
42.0,male,worker,low
39.0,male,worker,low
39.0,male,worker,low
,,worker,high
34.0,male,worker,low
30.0,male,worker,high
33.0,male,unemployed,low
36.0,male,worker,low
38.0,male,unemployed,low
37.0,male,unemployed,low
30.0,male,unemployed,high
38.0,male,worker,low
30.0,male,worker,high
33.0,male,worker,low
44.0,male,unemployed,low
37.0,male,worker,low
35.0,male,unemployed,low
35.0,male,worker,low
38.0,male,worker,low
29.0,male,unemployed,low
30.0,male,unemployed,high
39.0,male,worker,low
30.0,male,worker,high
30.0,male,worker,high
40.0,male,worker,low
38.0,male,unemployed,low
38.0,male,unemployed,low
40.0,male,unemployed,low
40.0,male,unemployed,low
,,worker,low
37.0,male,unemployed,low
40.0,male,worker,low
35.0,male,unemployed,low
31.0,male,unemployed,low
38.0,male,unemployed,low
38.0,male,worker,low
36.0,male,worker,low
37.0,male,unemployed,low
41.0,male,worker,low
21.0,male,unemployed,low
34.0,male,unemployed,low
35.0,male,unemployed,low
33.0,male,worker,low
42.0,male,worker,low
40.0,male,worker,low
33.0,male,worker,low
36.0,male,unemployed,low
29.0,male,unemployed,low
26.0,male,worker,low
35.0,male,worker,low
32.0,male,worker,low
34.0,male,worker,low
45.0,male,unemployed,low
30.0,male,worker,high
31.0,male,worker,low
34.0,male,unemployed,low
28.0,male,worker,low
36.0,male,unemployed,low
,,worker,low
35.0,male,unemployed,low
37.0,male,worker,low
26.0,male,unemployed,low
31.0,male,worker,low
36.0,male,worker,low
35.0,male,unemployed,low
36.0,male,worker,low
25.0,male,worker,low
43.0,male,worker,low
34.0,male,worker,low
37.0,male,unemployed,low
,,worker,low
37.0,male,unemployed,low
29.0,male,worker,low
29.0,male,worker,low
37.0,male,worker,low
35.0,male,worker,low
40.0,male,worker,low
31.0,male,worker,low
30.0,male,worker,high
43.0,male,worker,low
25.0,male,unemployed,low
28.0,male,worker,low
31.0,male,worker,low
24.0,male,unemployed,low
36.0,male,worker,low
43.0,male,worker,low
30.0,male,worker,high
36.0,male,unemployed,low
30.0,male,unemployed,high
38.0,male,unemployed,low
32.0,male,worker,low
39.0,male,unemployed,low
33.0,male,unemployed,low
38.0,male,worker,low
33.0,male,worker,low
35.0,male,worker,low
40.0,male,worker,low
36.0,male,worker,low
45.0,male,unemployed,low
44.0,male,worker,low
39.0,male,worker,low
30.0,male,worker,high
44.0,male,unemployed,low
31.0,male,worker,low
38.0,male,unemployed,low
47.0,male,worker,low
36.0,male,worker,low
27.0,male,worker,low
36.0,male,unemployed,low
34.0,male,worker,low
36.0,male,worker,low
37.0,male,worker,low
,,worker,low
37.0,male,worker,low
39.0,male,worker,low
33.0,male,unemployed,low
,,worker,low
26.0,male,worker,low
33.0,male,worker,low
30.0,male,worker,high
33.0,male,worker,low
33.0,male,unemployed,low
30.0,male,unemployed,high
31.0,male,worker,low
30.0,male,unemployed,high
32.0,male,worker,low
46.0,male,worker,low
35.0,male,unemployed,low
31.0,male,worker,low
25.0,male,worker,low
28.0,male,worker,low
36.0,male,worker,low
37.0,male,worker,low
38.0,male,unemployed,low
26.0,male,worker,low
41.0,male,unemployed,low
43.0,male,worker,low
21.0,male,worker,low
30.0,male,worker,high
33.0,male,worker,low
29.0,male,worker,low
26.0,male,worker,low
27.0,male,worker,low
39.0,male,worker,low
31.0,male,worker,low
37.0,male,worker,low
37.0,male,worker,low
38.0,male,worker,low
28.0,male,worker,low
36.0,male,unemployed,low
32.0,male,worker,low
40.0,male,worker,low
36.0,male,worker,low
48.0,male,worker,low
37.0,male,worker,low
40.0,male,unemployed,low
34.0,male,unemployed,low
42.0,male,worker,low
35.0,male,worker,low
31.0,male,worker,low
30.0,male,worker,high
30.0,male,worker,high
32.0,male,worker,low
37.0,male,worker,low
33.0,male,worker,low
38.0,male,worker,low
45.0,male,worker,low
30.0,male,unemployed,high
31.0,male,unemployed,low
39.0,male,worker,low
41.0,male,worker,low
31.0,male,worker,low
41.0,male,worker,low
31.0,male,unemployed,low
32.0,male,worker,low
36.0,male,worker,low
39.0,male,unemployed,low
37.0,male,worker,low
33.0,male,worker,low
37.0,male,worker,low
31.0,male,worker,low
36.0,male,unemployed,low
38.0,male,unemployed,low
39.0,male,unemployed,low
,,worker,low
37.0,male,worker,low
34.0,male,worker,low
24.0,male,worker,low
41.0,male,worker,low
35.0,male,worker,low
29.0,male,unemployed,low
31.0,male,unemployed,low
33.0,male,unemployed,low
36.0,male,unemployed,low
39.0,male,worker,low
33.0,male,worker,low
43.0,male,unemployed,low
31.0,male,worker,low
32.0,male,worker,low
24.0,male,worker,low
31.0,male,worker,low
36.0,male,worker,low
29.0,male,worker,low
40.0,male,unemployed,low
36.0,male,unemployed,low
32.0,male,worker,low
28.0,male,unemployed,low
30.0,male,unemployed,high
33.0,male,unemployed,low
41.0,male,worker,low
32.0,male,worker,low
41.0,male,unemployed,low
34.0,male,worker,low
30.0,male,worker,high
31.0,male,worker,low
39.0,male,unemployed,low
41.0,male,worker,low
34.0,male,worker,low
,,worker,low
32.0,male,unemployed,low
34.0,male,worker,low
44.0,male,worker,low
37.0,male,worker,low
36.0,male,unemployed,low
,,worker,low
40.0,male,worker,low
32.0,male,unemployed,low
31.0,male,unemployed,low
39.0,male,worker,low
30.0,male,worker,high
31.0,male,worker,low
32.0,male,worker,low
26.0,male,worker,low
35.0,male,worker,low
25.0,male,worker,low
41.0,male,worker,low
27.0,male,worker,low
38.0,male,worker,low
37.0,male,worker,low
40.0,male,worker,low
36.0,male,worker,low
37.0,male,unemployed,low
40.0,male,unemployed,low
28.0,male,worker,low
35.0,male,unemployed,low
41.0,male,worker,low
,,unemployed,low
42.0,male,worker,low
43.0,male,unemployed,low
36.0,male,unemployed,low
41.0,male,worker,low
35.0,male,worker,low
38.0,male,worker,low
31.0,male,unemployed,low
23.0,male,worker,low
35.0,male,worker,low
31.0,male,unemployed,low
42.0,male,worker,low
35.0,male,unemployed,low
41.0,male,worker,low
,,worker,low
36.0,male,worker,low
39.0,male,worker,low
29.0,male,unemployed,low
34.0,male,unemployed,low
32.0,male,unemployed,low
33.0,male,worker,low
39.0,male,worker,low
38.0,male,worker,low
35.0,male,worker,low
34.0,male,worker,low
38.0,male,unemployed,low
32.0,male,unemployed,low
37.0,male,worker,low
42.0,male,unemployed,low
33.0,male,worker,low
34.0,male,worker,low
29.0,male,unemployed,low
23.0,male,unemployed,low
34.0,male,worker,low
,,worker,low
44.0,male,unemployed,low
38.0,male,worker,low
35.0,male,unemployed,low
44.0,male,unemployed,low
38.0,male,worker,low
30.0,male,unemployed,high
29.0,male,worker,low
40.0,male,unemployed,low
45.0,male,worker,low
28.0,male,unemployed,low
37.0,male,worker,low
31.0,male,unemployed,low
23.0,male,worker,low
36.0,male,worker,low
37.0,male,worker,low
37.0,male,worker,low
30.0,male,worker,high
39.0,male,unemployed,low
37.0,male,worker,low
34.0,male,worker,low
36.0,male,worker,low
41.0,male,worker,low
32.0,male,unemployed,low
39.0,male,worker,low
,,worker,high
47.0,male,worker,low
34.0,male,worker,low
38.0,male,worker,low
47.0,male,unemployed,low
37.0,male,worker,low
,,worker,low
37.0,male,unemployed,low
27.0,male,worker,low
36.0,male,unemployed,low
33.0,male,worker,low
30.0,male,worker,high
31.0,male,unemployed,low
36.0,male,worker,low
,,worker,low
28.0,male,unemployed,low
33.0,male,worker,low
31.0,male,unemployed,low
39.0,male,worker,low
36.0,male,worker,low
39.0,male,worker,low
29.0,male,unemployed,low
38.0,male,worker,low
49.0,male,unemployed,low
32.0,male,worker,low
36.0,male,worker,low
,,unemployed,low
28.0,male,worker,low
39.0,male,worker,low
38.0,male,unemployed,low
42.0,male,unemployed,low
,,worker,low
34.0,male,unemployed,low
40.0,male,worker,low
40.0,male,unemployed,low
,,worker,low
37.0,male,worker,low
36.0,male,worker,low
33.0,male,unemployed,low
,,worker,low
39.0,male,worker,low
29.0,male,worker,low
43.0,male,worker,low
,,worker,low
40.0,male,worker,low
34.0,male,unemployed,low
37.0,male,worker,low
39.0,male,worker,low
33.0,male,worker,low
34.0,male,worker,low
34.0,male,unemployed,low
36.0,male,unemployed,low
36.0,male,unemployed,low
35.0,male,unemployed,low
32.0,male,unemployed,low
37.0,male,worker,low
31.0,male,worker,low
34.0,male,worker,low
28.0,male,worker,low
38.0,male,unemployed,low
40.0,male,unemployed,low
37.0,male,unemployed,low
43.0,male,worker,low
37.0,male,worker,low
38.0,male,worker,low
43.0,male,unemployed,low
36.0,male,worker,low
37.0,male,unemployed,low
21.0,male,worker,low
36.0,male,unemployed,low
42.0,male,unemployed,low
29.0,male,worker,low
38.0,male,worker,low
22.0,male,worker,low
38.0,male,worker,low
33.0,male,unemployed,low
32.0,male,worker,low
32.0,male,unemployed,low
28.0,male,worker,low
